StockCode,Description,SubCategory,Category
82583,HOT BATHS METAL SIGN,Personal Care,Beauty
82599,FANNY'S REST STOPMETAL SIGN,General,Miscellaneous
82600,NO SINGING METAL SIGN,General,Miscellaneous
82613A,"METAL SIGN,CUPCAKE SINGLE HOOK",Kitchenware,Home & Kitchen
82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",Kitchenware,Home & Kitchen
82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",Kitchenware,Home & Kitchen
82613D,METAL SIGN CUPCAKE SINGLE HOOK,Kitchenware,Home & Kitchen
82616B,FRAPPUCINO SCARF KNITTING KIT,Apparel,Fashion
84012,MAGIC SHEEP WOOL GROWING FROM PAPER,Stationery,Office
84029E,RED WOOLLY HOTTIE WHITE HEART.,General,Miscellaneous
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,General,Miscellaneous
84030E,ENGLISH ROSE HOT WATER BOTTLE,General,Miscellaneous
84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE,General,Miscellaneous
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,General,Miscellaneous
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,General,Miscellaneous
84050,PINK HEART SHAPE EGG FRYING PAN,General,Miscellaneous
84051,ASS COLOUR GLOWING TIARAS,General,Miscellaneous
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,General,Miscellaneous
84078A,SET/4 WHITE RETRO STORAGE CUBES,General,Miscellaneous
84086C,PINK/PURPLE RETRO RADIO,General,Miscellaneous
84212,"ASSORTED FLOWER COLOUR ""LEIS""",General,Miscellaneous
84247E,PACK OF 12 CHRISTMAS FUN CARDS,Holiday Decor,Seasonal
84247G,"DECOUPAGE,GREETING CARD,",Stationery,Office
84247K,"FOLK ART GREETING CARD,pack/12",Stationery,Office
84251G,"GREETING CARD, OVERCROWDED POOL.",Stationery,Office
84279P,CHERRY BLOSSOM  DECORATIVE FLASK,General,Miscellaneous
84313B,BLUE TV TRAY TABLE,General,Miscellaneous
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,Lighting,Home Decor
84356,POMPOM CURTAIN,General,Miscellaneous
84375,SET OF 20 KIDS COOKIE CUTTERS,General,Miscellaneous
84378,SET OF 3 HEART COOKIE CUTTERS,General,Miscellaneous
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,General,Miscellaneous
84406B,CREAM CUPID HEARTS COAT HANGER,Kitchenware,Home & Kitchen
84429A,MEDIUM PINK BUDDHA HEAD,General,Miscellaneous
84452,METAL RABBIT LADDER EASTER,General,Miscellaneous
84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,General,Miscellaneous
84459A,PINK METAL CHICKEN HEART,General,Miscellaneous
84507B,STRIPES DESIGN MONKEY DOLL,Toys,Kids
84507C,BLUE CIRCLES DESIGN MONKEY DOLL,Toys,Kids
84508A,CAMOUFLAGE DESIGN TEDDY,General,Miscellaneous
84508C,BLUE CIRCLES DESIGN TEDDY,General,Miscellaneous
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,General,Miscellaneous
84509B,SET OF 4 FAIRY CAKE PLACEMATS,General,Miscellaneous
84509c,SET OF 4 POLKADOT PLACEMATS,General,Miscellaneous
84510A,SET OF 4 ENGLISH ROSE COASTERS,General,Miscellaneous
84510C,SET OF 4 POLKADOT COASTERS,General,Miscellaneous
84519A,TOMATO CHARLIE+LOLA COASTER SET,General,Miscellaneous
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,Stationery,Office
84522,PINK PARTY SUNGLASSES,Kitchenware,Home & Kitchen
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,Stationery,Office
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,Stationery,Office
84536B,FAIRY CAKES NOTEBOOK A7 SIZE,Stationery,Office
84559A,3D SHEET OF DOG STICKERS,Stationery,Office
84568,GIRLS ALPHABET IRON ON PATCHES,General,Miscellaneous
84569A,PACK 3 IRON ON DOG PATCHES,General,Miscellaneous
84569D,PACK 6 HEART/ICE-CREAM PATCHES,Personal Care,Beauty
84576,BLUE CAT BISCUIT BARREL PINK HEART,General,Miscellaneous
84580,MOUSE TOY WITH PINK T-SHIRT,Toys,Kids
84581,DOG TOY WITH PINK CROCHET SKIRT,Toys,Kids
84584,PINK GINGHAM CAT WITH SCARF,Apparel,Fashion
84595E,LARGE TORTILLA DESIGN RED BOWL,Kitchenware,Home & Kitchen
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,Kitchenware,Home & Kitchen
84596E,SMALL LICORICE DES PINK BOWL,Kitchenware,Home & Kitchen
84596F,SMALL MARSHMALLOWS PINK BOWL,Kitchenware,Home & Kitchen
84596G,SMALL CHOCOLATES PINK BOWL,Kitchenware,Home & Kitchen
84596J,MIXED NUTS LIGHT GREEN BOWL,Lighting,Home Decor
84596L,BISCUITS SMALL BOWL LIGHT BLUE,Lighting,Home Decor
84598,BOYS ALPHABET IRON ON PATCHES,General,Miscellaneous
84609,TALL ROCOCO CANDLE HOLDER,Lighting,Home Decor
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,Lighting,Home Decor
84637,KITCHEN FLOWER POTS WALL PLAQUE,General,Miscellaneous
84638,SMALL KITCHEN FLOWER POTS PLAQUE,General,Miscellaneous
84660C,PINK STITCHED WALL CLOCK,Decor Accents,Home Decor
84687,BEACH HUT SHELF W 3 DRAWERS,General,Miscellaneous
84688,BEACH HUT DESIGN BLACKBOARD,General,Miscellaneous
84692,BOX OF 24 COCKTAIL PARASOLS,General,Miscellaneous
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,Decor Accents,Home Decor
84708B,PINK JEWELLED PHOTO FRAME,Decor Accents,Home Decor
84748,FOLK FELT HANGING MULTICOL GARLAND,Holiday Decor,Seasonal
84754,S/15 SILVER GLASS BAUBLES IN BAG,Bags,Accessories
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,Lighting,Home Decor
84763,ZINC FINISH 15CM PLANTER POTS,General,Miscellaneous
84766,SILVER ROCOCO CANDLE STICK,Lighting,Home Decor
84789,ENCHANTED BIRD PLANT CAGE,General,Miscellaneous
84792,ENCHANTED BIRD COATHANGER 5 HOOK,General,Miscellaneous
84800S,SMALL WHITE/PINK ROSE ART FLOWER,General,Miscellaneous
84817,DANISH ROSE DECORATIVE PLATE,Kitchenware,Home & Kitchen
84818,DANISH ROSE PHOTO FRAME,Decor Accents,Home Decor
84821,DANISH ROSE DELUXE COASTER,General,Miscellaneous
84828,JUNGLE POPSICLES ICE LOLLY MOULDS,General,Miscellaneous
84832,ZINC WILLIE WINKIE  CANDLE STICK,Lighting,Home Decor
84836,ZINC METAL HEART DECORATION,General,Miscellaneous
84843,WHITE SOAP RACK WITH 2 BOTTLES,Personal Care,Beauty
84847,Unknown Item,General,Miscellaneous
84849B,FAIRY SOAP SOAP HOLDER,Personal Care,Beauty
84849D,HOT BATHS SOAP HOLDER,Personal Care,Beauty
84859C,PINK DISCO HANDBAG,Bags,Accessories
84865,NEW BAROQUE BLACK PHOTO ALBUM,General,Miscellaneous
84872a,TEATIME FUNKY FLOWER BACKPACK FOR 2,General,Miscellaneous
84877A,PINK ROUND COMPACT MIRROR,Decor Accents,Home Decor
84879,ASSORTED COLOUR BIRD ORNAMENT,Holiday Decor,Seasonal
84880,WHITE WIRE EGG HOLDER,General,Miscellaneous
84884A,ANT WHITE WIRE HEART SPIRAL,General,Miscellaneous
84884a,ANT WHITE WIRE HEART SPIRAL,General,Miscellaneous
84910A,PINK PAISLEY CUSHION COVER,Decor Accents,Home Decor
84912A,PINK ROSE WASHBAG,Bags,Accessories
84912B,GREEN ROSE WASHBAG,Bags,Accessories
84913B,MINT GREEN ROSE TOWEL,General,Miscellaneous
84916,HAND TOWEL PALE BLUE W FLOWERS,General,Miscellaneous
84923,PINK BUTTERFLY HANDBAG W BOBBLES,Bags,Accessories
84926A,WAKE UP COCKEREL TILE COASTER,General,Miscellaneous
84926D,LA PALMIERA TILE COASTER,General,Miscellaneous
84926E,FLOWERS TILE COASTER,General,Miscellaneous
84926F,PSYCHEDELIC TILE COASTER,General,Miscellaneous
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,General,Miscellaneous
84944,SET OF 6 KASHMIR FOLKART BAUBLES,General,Miscellaneous
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,Lighting,Home Decor
84946,ANTIQUE SILVER T-LIGHT GLASS,Lighting,Home Decor
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,Kitchenware,Home & Kitchen
84949,SILVER HANGING T-LIGHT HOLDER,Lighting,Home Decor
84950,ASSORTED COLOUR T-LIGHT HOLDER,Lighting,Home Decor
84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,General,Miscellaneous
84968A,SET OF 16 VINTAGE ROSE CUTLERY,General,Miscellaneous
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,General,Miscellaneous
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,General,Miscellaneous
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,Lighting,Home Decor
84970S,HANGING HEART ZINC T-LIGHT HOLDER,Lighting,Home Decor
84970l,SINGLE HEART ZINC T-LIGHT HOLDER,Lighting,Home Decor
84971S,SMALL HEART FLOWERS HOOK,General,Miscellaneous
84976,RECTANGULAR SHAPED MIRROR,Decor Accents,Home Decor
84978,HANGING HEART JAR T-LIGHT HOLDER,Lighting,Home Decor
84984B,RED PEONY CUSHION COVER,Decor Accents,Home Decor
84987,SET OF 36 TEATIME PAPER DOILIES,Stationery,Office
84988,SET OF 72 PINK HEART PAPER DOILIES,Stationery,Office
84991,60 TEATIME FAIRY CAKE CASES,General,Miscellaneous
84992,72 SWEETHEART FAIRY CAKE CASES,General,Miscellaneous
84997A,CHILDRENS CUTLERY POLKADOT GREEN,General,Miscellaneous
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,General,Miscellaneous
84997C,CHILDRENS CUTLERY POLKADOT BLUE,General,Miscellaneous
84997D,CHILDRENS CUTLERY POLKADOT PINK,General,Miscellaneous
84997a,CHILDRENS CUTLERY POLKADOT GREEN,General,Miscellaneous
84997c,CHILDRENS CUTLERY POLKADOT BLUE,General,Miscellaneous
85014A,BLACK/BLUE POLKADOT UMBRELLA,General,Miscellaneous
85014B,RED RETROSPOT UMBRELLA,General,Miscellaneous
85015,SET OF 12  VINTAGE POSTCARD SET,Stationery,Office
85017A,ENVELOPE 50 ROMANTIC IMAGES,General,Miscellaneous
85017B,ENVELOPE 50 BLOSSOM IMAGES,General,Miscellaneous
85019A,ROMANTIC IMAGES NOTEBOOK SET,Stationery,Office
85032A,ROMANTIC IMAGES GIFT WRAP SET,General,Miscellaneous
85032B,BLOSSOM IMAGES GIFT WRAP SET,General,Miscellaneous
85032D,YULETIDE IMAGES GIFT WRAP SET,General,Miscellaneous
85034A,3 GARDENIA MORRIS BOXED CANDLES,Lighting,Home Decor
85034C,3 ROSE MORRIS BOXED CANDLES,Lighting,Home Decor
85035C,ROSE 3 WICK MORRIS BOX CANDLE,Lighting,Home Decor
85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,Lighting,Home Decor
85038,6 CHOCOLATE LOVE HEART T-LIGHTS,Lighting,Home Decor
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,Lighting,Home Decor
85039a,SET/4 RED MINI ROSE CANDLE IN BOWL,Lighting,Home Decor
85040A,S/4 PINK FLOWER CANDLES IN BOWL,Lighting,Home Decor
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,Lighting,Home Decor
85049A,TRADITIONAL CHRISTMAS RIBBONS,Holiday Decor,Seasonal
85049C,ROMANTIC PINKS RIBBONS,General,Miscellaneous
85049D,BRIGHT BLUES RIBBONS,General,Miscellaneous
85049E,SCANDINAVIAN REDS RIBBONS,General,Miscellaneous
85049G,CHOCOLATE BOX RIBBONS,General,Miscellaneous
85049H,URBAN BLACK RIBBONS,General,Miscellaneous
85049a,TRADITIONAL CHRISTMAS RIBBONS,Holiday Decor,Seasonal
85049g,CHOCOLATE BOX RIBBONS,General,Miscellaneous
85053,FRENCH ENAMEL CANDLEHOLDER,Lighting,Home Decor
85054,FRENCH ENAMEL POT W LID,General,Miscellaneous
85059,FRENCH ENAMEL WATER BASIN,General,Miscellaneous
85061W,WHITE JEWELLED HEART DECORATION,General,Miscellaneous
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,Lighting,Home Decor
85066,CREAM SWEETHEART MINI CHEST,Personal Care,Beauty
85067,Unknown Item,General,Miscellaneous
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,General,Miscellaneous
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,General,Miscellaneous
85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",General,Miscellaneous
85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,General,Miscellaneous
85087,CANDY SPOT CUSHION COVER,Decor Accents,Home Decor
85088,CANDY SPOT HAND BAG,Bags,Accessories
85095,THREE CANVAS LUGGAGE TAGS,Bags,Accessories
85096,HILDA CANDY SPOT RABBIT,General,Miscellaneous
85099B,JUMBO BAG RED RETROSPOT,Bags,Accessories
85099C,JUMBO  BAG BAROQUE BLACK WHITE,Bags,Accessories
85099F,JUMBO BAG STRAWBERRY,Bags,Accessories
85103,SILVER T-LIGHT SETTING,Lighting,Home Decor
85104,SILVER GLASS T-LIGHT SET,Lighting,Home Decor
85107,CUT GLASS T-LIGHT HOLDER OCTAGON,Lighting,Home Decor
85114A,BLACK ENCHANTED FOREST PLACEMAT,General,Miscellaneous
85114B,IVORY ENCHANTED FOREST PLACEMAT,General,Miscellaneous
85116,BLACK CANDELABRA T-LIGHT HOLDER,Lighting,Home Decor
85123A,WHITE HANGING HEART T-LIGHT HOLDER,Lighting,Home Decor
85123a,WHITE HANGING HEART T-LIGHT HOLDER,Lighting,Home Decor
85124B,BLUE JUICY FRUIT PHOTO FRAME,Decor Accents,Home Decor
85124C,GREEN JUICY FRUIT PHOTO FRAME,Decor Accents,Home Decor
85130B,BEADED CRYSTAL HEART GREEN LARGE,General,Miscellaneous
85130D,BEADED CRYSTAL HEART PINK LARGE,General,Miscellaneous
85131B,BEADED CRYSTAL HEART GREEN ON STICK,General,Miscellaneous
85131D,BEADED CRYSTAL HEART PINK ON STICK,General,Miscellaneous
85132B,CHARLIE AND LOLA TABLE TINS,General,Miscellaneous
85132C,CHARLIE AND LOLA FIGURES TINS,General,Miscellaneous
85135B,BLUE DRAGONFLY HELICOPTER,General,Miscellaneous
85136A,YELLOW SHARK HELICOPTER,General,Miscellaneous
85136C,RED SHARK HELICOPTER,General,Miscellaneous
85150,LADIES & GENTLEMEN METAL SIGN,General,Miscellaneous
85152,HAND OVER THE CHOCOLATE   SIGN,General,Miscellaneous
85169A,IVORY LOVE BIRD CANDLE,Lighting,Home Decor
85169B,BLACK LOVE BIRD CANDLE,Lighting,Home Decor
85174,S/4 CACTI CANDLES,Lighting,Home Decor
85175,CACTI T-LIGHT CANDLES,Lighting,Home Decor
85176,SEWING SUSAN 21 NEEDLE SET,General,Miscellaneous
85178,VICTORIAN SEWING KIT,General,Miscellaneous
85179C,PINK BITTY LIGHT CHAIN,Lighting,Home Decor
85180A,RED HEARTS LIGHT CHAIN,Lighting,Home Decor
85180B,PINK HEARTS LIGHT CHAIN,Lighting,Home Decor
85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,Stationery,Office
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,General,Miscellaneous
85185B,PINK HORSE SOCK PUPPET,Apparel,Fashion
85186A,EASTER BUNNY GARLAND OF FLOWERS,Holiday Decor,Seasonal
85186C,BUNNY EGG GARLAND,Holiday Decor,Seasonal
85187,S/12 MINI RABBIT EASTER,General,Miscellaneous
85194L,HANGING SPRING FLOWER EGG LARGE,General,Miscellaneous
85194S,HANGING SPRING FLOWER EGG SMALL,General,Miscellaneous
85199S,SMALL HANGING IVORY/RED WOOD BIRD,General,Miscellaneous
85203,HANGING WOOD AND FELT BUTTERFLY,General,Miscellaneous
85204,HANGING WOOD AND FELT FLOWER,General,Miscellaneous
85205B,PINK FELT EASTER RABBIT GARLAND,Holiday Decor,Seasonal
85212,MINI PAINTED GARDEN DECORATION,General,Miscellaneous
85213,MINI  ZINC GARDEN DECORATIONS,General,Miscellaneous
85227,SET OF 6 3D KIT CARDS FOR KIDS,Stationery,Office
85230G,ORANGE VOTIVE CANDLE,Lighting,Home Decor
85231B,CINAMMON SET OF 9 T-LIGHTS,Lighting,Home Decor
85232A,SET/3 POLKADOT STACKING TINS,General,Miscellaneous
85232D,SET/3 DECOUPAGE STACKING TINS,General,Miscellaneous
90013B,BLACK VINTAGE EARRINGS,General,Miscellaneous
90018A,SILVER M.O.P ORBIT DROP EARRINGS,General,Miscellaneous
90018C,SILVER BLACK ORBIT DROP EARRINGS,General,Miscellaneous
90023,FILIGREE DIAMANTE EARRINGS,General,Miscellaneous
90024B,NEW BAROQUE B'FLY NECKLACE RED,General,Miscellaneous
90062,CARNIVAL BRACELET,General,Miscellaneous
90086,CRYSTAL FROG PHONE CHARM,General,Miscellaneous
90093,CLEAR CRYSTAL STAR PHONE CHARM,General,Miscellaneous
90094,NECKLACE+BRACELET SET FRUIT SALAD,General,Miscellaneous
90096,NECKLACE+BRACELET SET BLUE BLOSSOM,General,Miscellaneous
90098,NECKLACE+BRACELET PINK BUTTERFLY,General,Miscellaneous
90114,SUMMER DAISIES BAG CHARM,Bags,Accessories
90122B,JADE CRYSTAL+GLASS BRACELET,Kitchenware,Home & Kitchen
90123B,TURQUOISE HEART OF GLASS BRACELET,Kitchenware,Home & Kitchen
90129B,TURQUOISE GLASS TASSLE BAG CHARM,Bags,Accessories
90146,FINE SILVER NECKLACE W PASTEL FLOWE,General,Miscellaneous
90148,LONG SILVER NECKLACE PASTEL FLOWER,General,Miscellaneous
90160C,TURQ+RED BOUDICCA LARGE BRACELET,General,Miscellaneous
90160D,PINK BOUDICCA LARGE BRACELET,General,Miscellaneous
90175D,TIGRIS EYE CHUNKY CHARM BRACELET,General,Miscellaneous
90183A,AMBER DROP EARRINGS W LONG BEADS,General,Miscellaneous
90184B,AMETHYST CHUNKY BEAD BRACELET W STR,General,Miscellaneous
90190C,SILVER/AMETHYST DROP EARRINGS LEAF,General,Miscellaneous
90192,JADE DROP EARRINGS W FILIGREE,General,Miscellaneous
90199C,5 STRAND GLASS NECKLACE CRYSTAL,Kitchenware,Home & Kitchen
90200A,PURPLE SWEETHEART BRACELET,General,Miscellaneous
90200C,BLUE SWEETHEART BRACELET,General,Miscellaneous
90204,PAIR OF ENAMEL BUTTERFLY HAIRCLIP,General,Miscellaneous
90205C,LARGE CRYSTAL DIAMANTE HAIRSLIDE,General,Miscellaneous
90210C,RED   ACRYLIC FACETED BANGLE,General,Miscellaneous
90214A,"LETTER ""A"" BLING KEY RING",General,Miscellaneous
90214L,"LETTER ""L"" BLING KEY RING",General,Miscellaneous
90214M,"LETTER ""M"" BLING KEY RING",General,Miscellaneous
90214Z,"LETTER ""Z"" BLING KEY RING",General,Miscellaneous
AMAZONFEE,AMAZON FEE,General,Miscellaneous
BANK CHARGES,Bank Charges,General,Miscellaneous
DOT,DOTCOM POSTAGE,General,Miscellaneous
M,Manual,General,Miscellaneous
POST,POSTAGE,General,Miscellaneous
S,SAMPLES,General,Miscellaneous
gift_0001_20,Dotcomgiftshop Gift Voucher £20.00,General,Miscellaneous
